Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
NR5A1 human	1/22	0.41350715544508704	0.6197180728586476	0	0	1.8978933383943823	1.6759925224617074	PNRC1
SOX9 human	1/23	0.4275691003839637	0.6391150688985425	0	0	1.8153762367250612	1.5424151136286237	CDKN1A
FLI1 human	1/24	0.4412945777401182	0.6579091485368342	0	0	1.7397355601948503	1.4231778876087149	MMP1
MTA1 human	1/24	0.4412945777401182	0.6561958434625196	0	0	1.7397355601948503	1.4231778876087149	SNAI1
POU5F1 human	1/24	0.4412945777401182	0.6544914386743053	0	0	1.7397355601948503	1.4231778876087149	CDKN1A
SRF human	1/25	0.45469162188891554	0.6726137722760901	0	0	1.6701461377870566	1.3163020357421529	MCL1
HNF1A human	1/26	0.46776807569897577	0.6901694346876361	0	0	1.6059097478721698	1.2201423970500402	TM4SF1
POU5F1 mouse	1/27	0.48053159530180956	0.7071740745292094	0	0	1.546431609062089	1.1333214222268093	CDKN1A
SREBF1 human	1/27	0.48053159530180956	0.7053561463170521	0	0	1.546431609062089	1.1333214222268093	FAS
YY1 mouse	1/27	0.48053159530180956	0.7035475408136751	0	0	1.546431609062089	1.1333214222268093	TNFRSF4
MEF2C mouse	1/28	0.4929896542162413	0.71994141319047	0	0	1.4912019087384432	1.0546780353746443	IL1RN
HNF1A mouse	1/29	0.5051495478130072	0.7358173260235386	0	0	1.4397811532647038	0.9832276427365875	PRDM1
LEF1 human	1/29	0.5051495478130072	0.7339450173059214	0	0	1.4397811532647038	0.9832276427365875	MMP7
SOX9 mouse	1/29	0.5051495478130072	0.7320822126934698	0	0	1.4397811532647038	0.9832276427365875	CDKN1A
DNMT1 human	1/31	0.5286031557178855	0.7641326630757281	0	0	1.3468920466024648	0.8586669902018828	IL32
MYOD1 mouse	1/50	0.7028670350451832	1.0	0	0	0.8350730688935283	0.29443636275479	CDKN1A
